Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Ecuador,0,0,19,1,0,0,0,5
Morocco,31,234,13,634,1,3,2,5
Costa Rica,8,26,0,28,14,5,5,3
Georgia,12,1,100,232,27,57,0,3
Namibia,12,36,5,4,1,0,8,3
Antigua and Barbuda,0,0,6,0,0,0,0,2
Congo,1,0,12,110,7,12,17,2
Croatia,0,0,1,0,0,0,0,2
Tunisia,0,0,0,0,1,0,3,2
American Samoa,0,0,0,0,0,0,2,1
Gabon,10,103,0,3,0,0,0,1
Côte d'Ivoire,494,7,0,2,8,40,0,1
Mali,0,0,0,0,0,0,19,1
Mongolia,0,0,1,0,0,0,0,1
British Virgin Islands,0,0,0,0,2,0,0,0
Chad,34,0,0,0,0,0,0,0
Equatorial Guinea,0,0,9,0,0,0,0,0
Falkland Islands (Malvinas),0,0,0,0,0,0,1,0
Gibraltar,45,0,0,44,48,0,0,0
Saint Helena,0,3,0,0,0,0,0,0
Azerbaijan,0,1,0,1,0,3,0,0
Argentina,33,8,0,5,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,5,0,0,0,0
Botswana,71,8,4,1,0,0,0,0
Cameroon,14,24,1,9,16,4,5,0
Cabo Verde,6,0,0,0,0,0,0,0
Colombia,0,0,0,0,0,83,0,0
Comoros,0,0,0,2,0,0,0,0
Cook Islands,27,0,0,0,0,0,0,0
Cuba,0,0,0,0,4,0,0,0
Ethiopia,0,0,0,0,0,1,41,0
Djibouti,0,0,0,1,0,3,0,0
Gambia,0,0,0,0,0,1,0,0
Ghana,50,3,0,1,0,0,2,0
Haiti,32,0,23,0,0,0,0,0
"Iran, Islamic Republic of",53,0,0,0,0,259,6,0
Israel,14,0,5,0,0,2,0,0
Jamaica,26,15,0,0,0,0,0,0
Kuwait,0,0,0,0,21,0,0,0
Lao People's Democratic Republic,0,0,0,0,0,0,5,0
Latvia,0,0,0,0,0,1,0,0
Liberia,69,0,11,73,0,0,0,0
Lithuania,0,3,0,0,0,0,0,0
Luxembourg,4,1,6,0,0,34,0,0
Malawi,25,0,2224,0,0,0,0,0
Montserrat,0,6,0,0,0,0,0,0
Mozambique,0,0,0,0,2,0,0,0
Oman,0,43,81,10,0,0,0,0
Nepal,0,42,0,0,0,0,0,0
Curaçao,0,0,0,29,0,0,0,0
Philippines,1,5,0,0,3,0,0,0
Qatar,0,0,20,0,0,0,6,0
Saint Kitts and Nevis,10,7,0,0,0,0,0,0
Saudi Arabia,61,33,642,28,1,30,6,0
Serbia,0,5,0,0,0,0,2193,0
Sierra Leone,1,7,4,0,0,4,0,0
Zimbabwe,108,2,0,0,0,0,0,0
Sudan,6,0,8,0,4,0,0,0
Togo,0,3,7,1,0,0,3,0
Ukraine,48,0,14,5,6,0,5,0
"Macedonia, North",0,0,0,0,1,5,0,0
Burkina Faso,0,0,1,1,0,0,28,0
Uruguay,0,0,827,11,3,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,26,0,0,0
HHI,0.247785227,0.27663216,0.290527439,0.350197451,0.339623124,0.315365688,0.314954395,0.361077022
