Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Ghana,52,15,0,355,1,0,117,1
"Iran, Islamic Republic of",0,0,1,0,0,0,1,1
Kuwait,0,4,0,0,0,0,0,1
Malawi,217,0,0,30,0,0,0,1
Nicaragua,0,0,0,0,0,0,12,1
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,1
Chad,1,0,0,0,0,0,0,0
Cocos (Keeling) Islands,0,0,0,0,2,0,0,0
Equatorial Guinea,0,0,4,0,0,0,0,0
"Korea, Democratic People's Republic of",19,0,18,0,0,33,0,0
Niue,0,0,0,1,0,0,0,0
Saint Helena,0,1,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,138,0,0,0,0,0
Algeria,0,0,0,0,1,0,0,0
Antigua and Barbuda,0,0,3,0,0,0,0,0
Azerbaijan,12,0,0,0,0,0,0,0
Argentina,16,3,0,0,1,0,0,0
Bahrain,0,0,0,0,0,4,20,0
"Bolivia, Plurinational State of",0,0,0,0,6,0,0,0
Cambodia,0,0,0,0,2,0,0,0
Colombia,1,0,0,0,0,0,0,0
Cook Islands,1,0,0,0,0,0,0,0
Ethiopia,0,0,0,128,48,0,0,0
Gabon,6,6,0,0,0,0,10,0
Guinea,0,0,0,2,0,2,0,0
Haiti,0,11,5,0,0,0,0,0
Jamaica,0,0,0,0,4,0,0,0
Jordan,2,0,0,0,0,0,2762,0
Liberia,0,0,0,15,0,0,0,0
Madagascar,0,0,0,0,16,0,0,0
Maldives,0,0,0,0,0,1,0,0
Nepal,0,4,0,0,0,0,0,0
Niger,3,0,0,1,0,0,7,0
Papua New Guinea,0,1,0,0,0,0,0,0
Peru,20,0,0,17,81,8,0,0
Philippines,2,0,0,0,15,0,0,0
Qatar,0,0,0,0,0,0,1,0
Serbia,0,4,0,0,0,0,0,0
Suriname,0,3,0,0,0,0,0,0
Syrian Arab Republic,3,0,0,0,0,0,0,0
Turks and Caicos Islands,221,9,0,20,0,5,2,0
Burkina Faso,20,3,0,0,0,0,0,0
HHI,0.465539568,0.42364687,0.430320515,0.505240034,0.522019934,0.54027486,0.556776746,0.610950252
