Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Guinea,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,1,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
Liberia,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,101,17,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Sweden,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,1,2,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
HHI,0.576711695,0.654768496,0.27925521,0,0,0,0,0,0,0,0.78334143,0.802232636,0.858472341,0.809688662,0.683020338,0.560783921,0.531287788,0.772275719
