Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Lebanon,21,68,6,424,208,231,300,1066,411,410,306,43,49,35,73,63,238,18
Qatar,0,0,0,0,0,0,3,0,1,0,0,1,0,0,6,0,1,17
Argentina,33,101,136,867,1367,2652,184,17,39,57,21,24,44,24,0,13,30,16
Czech Republic,0,0,10,5,0,0,4,1,0,3,13,36,23,0,20,2,1,12
Poland,0,0,0,94,3,4,60,5,1,2,39,22,119,242,178,1,3,11
Ireland,0,0,0,87,1,2,0,0,5,3,1,10,2,4,1,0,4,10
Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Greece,0,0,0,17,18,0,1,0,23,0,0,10,3,1,8,0,2,8
Viet Nam,14,0,0,6,1,13,10,68,123,184,200,38,29,20,78,2,1,7
"Tanzania, United Republic of",0,0,59,573,27,0,83,0,0,0,0,0,0,0,0,0,0,6
Australia,22,0,0,107,1,1130,0,2,1,2,2,0,13,5,2,0,1,5
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
Hungary,0,0,0,19,5,0,0,11,0,0,0,0,16,2,0,1,3,5
Canada,0,9,1,41,3,16,19,14,37,61,4,7,14,12,24,66,4,4
"Congo, Democratic Republic of the",0,0,0,39,0,206,25,5,1,0,3,1,5,0,7,169,3,3
Ethiopia,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,1,2
Malta,0,0,0,0,0,0,0,4,9,14,0,0,0,1,111,0,1,2
Mozambique,0,0,0,0,21,4,41,6,2,0,1,0,0,1,2,1,0,2
Slovakia,0,0,13,4,0,0,3,0,0,0,0,0,0,0,0,0,1,2
Tokelau,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Cameroon,3138,0,0,1250,0,0,0,0,1,6,0,0,1,10,0,0,19,1
Colombia,0,0,0,26,23,0,0,0,0,0,0,0,0,0,0,0,0,1
Denmark,62,41,45,241,382,42,19,21,34,50,9,19,4,3,2,5,5,1
Gabon,0,0,0,0,7,2,2,0,2,0,0,0,0,0,2,1,261,1
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Taipei, Chinese",0,24,0,21,51,75,41,103,181,60,1,5,6,0,0,0,1,1
Morocco,0,0,0,23,0,0,0,2,0,3,0,0,0,0,0,0,1,1
Peru,0,0,0,5,0,0,0,0,0,79,0,0,1,0,157,128,30,1
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cuba,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,1,1,0
Ghana,0,0,0,105,43,15,10,4,1,39,16,0,0,0,62,5,7,0
Côte d'Ivoire,1,0,0,3,597,0,0,0,0,1,0,1,204,0,0,0,206,0
Sao Tome and Principe,0,0,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,101,0,0,8,10,0,0,0,0
Equatorial Guinea,0,1,4,1,250,0,0,0,0,1,0,0,0,17,0,0,1,0
Gibraltar,0,0,0,1281,0,0,0,0,38,67,0,0,0,1,0,0,0,0
"Korea, Democratic People's Republic of",0,49,0,2,7,1,0,0,0,8,0,0,0,0,0,0,0,0
Norfolk Island,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Algeria,0,0,0,3,0,138,131,1,0,23,0,0,0,0,1,0,56,0
Antigua and Barbuda,28,0,0,29,255,0,0,0,0,0,0,0,0,135,0,0,0,0
Azerbaijan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Austria,0,0,2,0,0,0,0,0,0,1,16,0,2,1,1,5,0,0
Bahamas,0,0,3,0,0,0,2,35,3,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Armenia,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
Barbados,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Belize,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bulgaria,0,0,0,0,17,28,0,62,0,54,32,0,45,0,60,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,7,0,0,1,2,2,2,2,0
Cambodia,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Cabo Verde,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chile,0,0,0,1,0,1,0,0,0,13596,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,2,6,2,12,0,6,0,0,0
Cyprus,0,0,0,0,7,3,0,0,0,11,0,0,0,1,2,0,1,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
Guyana,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0
Iraq,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,3,2,42,52,28,85,77,87,50,30,25,38,15,18,9,49,0,0
Jordan,0,0,0,154,1,1,0,0,0,0,8,0,0,0,0,0,0,0
Kenya,0,213,368,1,0,0,1,1,0,0,79,2,0,0,1,0,2,0
Kuwait,0,0,0,0,0,0,0,0,28,15,0,43,7,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Liberia,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Libya, State of",0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,408,0,1,0,0,0,0
Luxembourg,0,0,0,38,0,0,94,0,23,0,24,0,0,0,0,0,0,0
Madagascar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,11,0,325,0,1,0,5,0,143,0,1,0,0,0,0
Mauritius,0,0,0,44,2,0,0,0,3,0,4,1,5,0,0,0,0,0
Mexico,0,58,0,0,0,0,0,3,5,26,5,13,75,8,28,24,4,0
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
New Zealand,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paraguay,0,0,0,212,0,0,0,0,0,0,0,0,0,1,67,0,0,0
Philippines,0,5,0,0,103,0,14,0,0,2,0,0,0,4,0,0,1,0
Timor-Leste,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0
Romania,0,0,0,0,0,0,0,0,3,133,14,0,0,0,13,0,0,0
Russian Federation,1,3,0,261,5,1,0,9,41,105,0,54,87,92,2,0,76,0
Anguilla,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,30,1,1,1137,0,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Seychelles,0,0,0,0,0,0,0,0,15,1,2,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0
Zimbabwe,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,25,0,2,25,2,0,0,3,0,0,1,0,0,0
Syrian Arab Republic,0,0,0,2,1,3,0,1,1,41,0,0,0,0,0,0,0,0
Togo,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,52,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Uganda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,521,0,1,0,0,0,0,0,0,0,0,92,0
Uruguay,23,4,0,899,0,0,0,0,0,2,0,0,0,1,0,1,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
HHI,0.347995513,0.397465378,0.32056159,0.255897506,0.294496993,0.30409803,0.383221305,0.462597248,0.387984088,0.355404195,0.417541849,0.405061565,0.387982988,0.440440722,0.390563853,0.538305858,0.726176405,0.749261432
