Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Australia,0,0,3,0,0,0,0,0,0,0,0,11,0,1,1,3,0,3
Italy,0,0,0,0,0,0,0,0,0,0,8,34,80,40,2,6,8,3
Lebanon,0,0,0,0,0,0,0,0,0,0,12,82,15,0,5,4,0,3
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Nigeria,6,0,0,0,0,0,0,0,0,0,32,3,152,65,3,5,5,3
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Denmark,0,0,4,0,0,0,0,0,0,0,15,0,17,0,0,0,1,2
Ghana,0,0,12,0,0,0,0,0,0,0,0,2,1,78,1,3,0,2
Guinea,2,2,0,0,0,0,0,0,0,0,15,69,14,6,18,5,1,2
Israel,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,2
Kazakhstan,0,0,0,0,0,0,0,0,0,0,88,1,0,1,1,0,0,2
Mexico,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,2
Panama,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Senegal,6,0,0,0,0,0,0,0,0,0,1735,4,0,0,0,1,777,2
India,0,0,0,0,0,0,0,0,0,0,167,1,166,2,65,3,1,2
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mali,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1
Zimbabwe,28,0,70,0,0,0,0,0,0,0,3,1,0,6,0,0,0,1
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,1
Egypt,0,0,0,0,0,0,0,0,0,0,2,21,3,1,1,0,1,1
China,0,0,0,0,0,0,0,0,0,0,0,7,1,12,71,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,0,0,0
"Korea, Republic of",29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
Norway,0,4,0,0,0,0,0,0,0,0,0,273,2,0,1,1,11,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
Argentina,48,0,0,0,0,0,0,0,0,0,4,2,4,0,2,17,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Canada,25,6,0,0,0,0,0,0,0,0,6,4,6,2,2,2,1,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,3,0,10,2,1,11,2,0
Chile,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0
Germany,0,2,46,0,0,0,0,0,0,0,2,0,3,9,1,13,16,0
Greece,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Guatemala,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Indonesia,18,8,0,0,0,0,0,0,0,0,17,1,19,0,0,0,2,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,1,4,1,25,0,2,4,0
Kuwait,0,0,0,0,0,0,0,0,0,0,1,0,0,98,0,0,1,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Latvia,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
Netherlands Antilles,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Peru,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,27,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Russian Federation,17,0,0,0,0,0,0,0,0,0,1,1,6,99,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,73,15,73,1,1,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,1,2,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sudan (before 2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Switzerland,18,0,47,0,0,0,0,0,0,0,3,0,2,2,0,4,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,2,0
HHI,0.079706745,0.226372574,0.209688102,0,0,0,0,0,0,0,0.318119752,0.494590364,0.453278941,0.482796047,0.725720153,0.510590067,0.401822153,0.472154279
