Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Lithuania,0,0,0,0,0,1,2,3
Malawi,34,0,166,0,0,0,0,3
Israel,0,8,7,0,0,0,0,2
Romania,21,1,17,0,0,0,1,2
Kuwait,1,1,0,0,0,0,0,1
New Zealand,0,0,4,4,3,0,0,1
Niger,7,0,0,0,1,0,34,1
Nigeria,9,1,0,1,6,1,10,1
Slovenia,0,0,143,0,0,0,0,1
Eswatini,2,1,1,23,1,0,0,1
British Virgin Islands,9,0,0,0,0,0,0,0
Chad,2,0,0,0,0,0,0,0
Equatorial Guinea,0,0,7,0,0,0,4,0
"Korea, Democratic People's Republic of",0,0,1,0,3,0,0,0
Albania,0,0,0,0,26,0,0,0
Algeria,0,5,0,0,0,0,0,0
Andorra,1,0,0,0,0,0,0,0
Argentina,41,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,12,0,0,0
Botswana,23,0,0,0,1,0,5,0
Bulgaria,5,0,0,0,0,0,0,0
Belarus,0,0,0,0,7,0,0,0
Cambodia,0,0,19,0,10,0,0,0
Chile,0,0,0,0,0,3,0,0
Congo,19,0,7,9,6,7,0,0
Cuba,0,0,24,0,0,0,0,0
Benin,12,1,0,1486,0,5,0,0
Ecuador,2,0,0,0,0,0,0,0
Ethiopia,1,3,0,0,0,0,0,0
Gabon,54,14,35,0,0,27,0,0
Georgia,20,0,0,0,0,2,0,0
Gambia,0,0,0,0,0,1,0,0
Guinea,0,0,0,2,0,0,6,0
Haiti,0,6,5,0,0,0,0,0
Honduras,9,0,0,0,0,0,0,0
Iceland,1,0,0,1,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,1,0
Jamaica,0,0,0,6,0,0,0,0
Jordan,4,0,0,5,0,0,0,0
Latvia,0,0,5,0,0,3,19,0
Liberia,0,0,0,75,0,0,3,0
Madagascar,9,17,4,0,8,0,6,0
Mali,46,10,0,0,0,0,1,0
Malta,3,0,0,0,0,0,0,0
Mongolia,0,0,24,0,0,0,0,0
Mozambique,0,9,1,0,1,0,0,0
Oman,4,0,0,0,0,0,0,0
Nepal,0,7,0,0,0,0,0,0
Papua New Guinea,0,3,0,0,0,0,0,0
Timor-Leste,0,0,0,0,1,0,0,0
Russian Federation,1,5,1,0,46,0,43,0
Sierra Leone,0,7,14,0,0,10,20,0
Slovakia,0,0,36,28,1,0,1,0
Sudan,0,6,0,0,10,9,0,0
Suriname,0,10,0,0,0,0,0,0
Ukraine,8,27,0,128,7,13,48,0
Burkina Faso,0,5,0,0,0,0,21,0
HHI,0.370057758,0.343311663,0.338202359,0.452545476,0.486930902,0.480401804,0.450657325,0.528702267
