Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Nigeria,224,0,0,0,0,0,0,0,0,0,677,91,690,0,0,8,19,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,43,0,0,0,153,0,1,0
India,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,77,0,38,38,0,68,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0
Uganda,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
HHI,0.263458273,0.5586601,0.358003611,0,0,0,0,0,0,0,0.247256926,0.446244203,0.356986183,0.398261879,0.413319971,0.783118025,0.298430468,0.520617834
