Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Chad,0,0,0,0,0,0,177,0,0,4,0,0,2,4,0,0,0,6
Croatia,0,0,0,0,0,6,37,21,20,0,9,25,31,0,0,11,4,4
United States Minor Outlying Islands,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Switzerland,47,3064,4161,106,0,154,325,107,0,0,0,0,0,0,0,187,0,2
Japan,139,283,264,122,86,34,3364,64,25,48,30,47,33,11,16,0,1,1
"Taipei, Chinese",0,0,0,0,5,4,4,94,0,0,0,0,0,11,28,0,0,1
British Virgin Islands,0,0,160,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,21,0,0,0,0,0,61,0,0,8,0,1,0
Algeria,0,0,23,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,98,0,0,0,9,9,8,4,4,0,4,0
Central African Republic,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,11,0,20,12,12,27,0,7,0
Dominican Republic,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,15,26,197,0,0,0,0,0,0,0,0,0,0,0
Greece,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0
"Hong Kong, China",380,4452,468,687,27,256,125,0,0,0,0,670,28,0,0,0,0,0
Iceland,0,752,969,603,0,0,0,0,0,0,247,1152,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,34,15,0,0,0,0,0,0,0,2,0,0
Ireland,265,303,0,25,3,0,31,0,0,0,10,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,7,11,0,7,15,72,58,14,13,0,0,23,31,18,0,1,0
Kuwait,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,74,0,411,0,0,0,8,0,0,0,0,0,36,0
Latvia,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libya, State of",0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,11,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,144,835,110,28,28,401,12,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0
Poland,30,0,0,12,3,11,15,23,5,11,9,0,7,0,0,0,0,0
Romania,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,3,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,56,184,0,0,8,0,0,0,0,0,0,0
Slovakia,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Slovenia,0,0,133,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,236,0,12,6,0,465,0,0,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Sudan (before 2012),4,0,0,7,10,4,7,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,35,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,11,0,11,0,0,7,6,0,0,0,0,13,12,0,0,0,0
Togo,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,48,34,36,74,0,0,0,0,28,42,8,1,0,0,0
Uganda,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,15,224,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2047,354,60,2,292,114,343,11,0,0,0,0,0,0,0,0,0,0
United States of America,65,197,324,131,130,352,461,14,2,20,19,0,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HHI,0.249723255,0.23061807,0.253999106,0.328346812,0.351400148,0.395760922,0.271633915,0.405885462,0.426074139,0.403680649,0.34856707,0.293874397,0.343362852,0.272682859,0.32262878,0.265687781,0.317865257,0.276986517
