Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Ireland,1,1,0,0,0,0,0,2
Israel,4,0,0,54,13,20,4,2
Jordan,0,4,1,0,0,0,0,2
Mauritania,4,0,18,48,0,13,1,2
Zimbabwe,29,9,9,1,3,0,33,2
Chad,1,0,0,6,0,5,1,1
Finland,96,29,111,0,41,28,0,1
Mauritius,0,185,0,0,1,0,7,1
"Macedonia, North",0,0,0,0,0,0,0,1
Ethiopia,2,3,1,5,5,36,66,0
Cocos (Keeling) Islands,0,0,0,0,0,0,1,0
Equatorial Guinea,0,0,0,0,0,0,5,0
Falkland Islands (Malvinas),0,0,0,16,0,0,0,0
"Korea, Democratic People's Republic of",61,0,0,0,0,0,25,0
Saint Helena,0,1,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,0,1,0,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,0,1,0
Algeria,0,0,0,0,1,0,0,0
Argentina,18,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,1,0
Barbados,0,0,0,2,0,0,0,0
Botswana,18,0,9,0,3,0,29,0
Brunei Darussalam,0,0,0,13,0,0,0,0
Bulgaria,225,0,0,0,0,0,0,0
Myanmar,0,0,0,0,2,0,0,0
Central African Republic,0,0,0,1,0,1,0,0
Colombia,1,0,0,0,2,0,0,0
Costa Rica,0,0,0,24,0,0,0,0
Cuba,2,0,0,0,0,0,0,0
Cyprus,19,0,0,0,0,0,0,0
Ecuador,0,1,0,0,0,0,0,0
Gabon,82,8,1,0,0,8,0,0
Georgia,7,0,0,0,0,0,0,0
Guatemala,0,0,0,1,0,0,0,0
Guinea,6,0,1,0,0,0,8,0
Haiti,0,3,10,0,0,12,0,0
Iceland,1,0,0,1,2,0,0,0
Indonesia,485,366,692,29,91,34,4,0
"Iran, Islamic Republic of",0,0,0,1,0,0,0,0
Jamaica,1,7,0,2,1,0,0,0
Kyrgyzstan,0,0,0,5,0,0,0,0
Liberia,0,0,1,223,50,0,0,0
Luxembourg,0,7,1,12,1,0,161,0
Malta,0,0,0,0,0,0,0,0
Mongolia,0,0,4,0,0,0,0,0
Mozambique,0,15,0,0,17,0,4,0
Namibia,21,34,6,10,46,1,0,0
Nepal,0,0,0,0,0,0,7,0
New Caledonia,0,49,0,0,0,0,0,0
New Zealand,0,0,0,5,0,0,0,0
Nicaragua,62,62,0,0,0,0,0,0
Papua New Guinea,0,1,0,0,0,0,0,0
Philippines,23,3,0,0,0,1,0,0
Timor-Leste,0,0,0,0,1,0,0,0
Qatar,3,0,0,0,0,0,0,0
Romania,1,0,8,0,0,9,2,0
Russian Federation,0,0,1,0,0,0,31,0
Saint Kitts and Nevis,0,0,0,0,0,0,14,0
Serbia,0,0,0,14,8,0,0,0
Eswatini,31,2,67,2,0,0,0,0
Turks and Caicos Islands,46,0,4,0,0,0,7,0
Uruguay,81,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,2,0,0,0
HHI,0.246096755,0.276305817,0.290573654,0.272316145,0.276093328,0.279024576,0.32649488,0.334161859
